Model,Metric,Mean,Std,Min,Max
LSTM,MAE,6103.949157748285,874.4099770885655,4127.7614404965725,7297.124550513696
LSTM,RMSE,7673.468882867592,915.1348617785259,5523.37685574739,8866.23486521975
LSTM,MAPE,0.06005776361152867,0.009195303482048486,0.03994437892920089,0.07281852851614622
LSTM,R2,0.8620205107595069,0.030681298348351125,0.8183747892673797,0.9295133257614034
